id_stat,nom_region,nom_espece,date_plantation,superficie,pluviometrie,temperature_min,temperature_max,taux_survie_plants,rendement_moyen,annee,temperature_moyenne,mois_plantation,année,log_pluviometrie,pluviometrie_cleaned
72,Lacs,Hévéa,2019-03-07,475.7,247.57,19.81,33.89,76.59,5.44,2019,26.85,3,2019,5.51572449601031,247.57
72,Lacs,Hévéa,2019-03-25,78.24,247.57,19.81,33.89,76.59,5.44,2019,26.85,3,2019,5.51572449601031,247.57
72,Lacs,Hévéa,2021-04-14,94.95,247.57,19.81,33.89,76.59,5.44,2019,26.85,4,2021,5.51572449601031,247.57
72,Lacs,Hévéa,2022-10-01,318.41,247.57,19.81,33.89,76.59,5.44,2019,26.85,10,2022,5.51572449601031,247.57
72,Lacs,Hévéa,2023-01-26,133.69,247.57,19.81,33.89,76.59,5.44,2019,26.85,1,2023,5.51572449601031,247.57
72,Lacs,Hévéa,2024-07-30,332.87,247.57,19.81,33.89,76.59,5.44,2019,26.85,7,2024,5.51572449601031,247.57
73,Lacs,Anacardier,2020-01-12,22.44,307.99,16.88,30.33,74.12,2.21,2019,23.604999999999997,1,2020,5.733308913914523,307.99
73,Lacs,Anacardier,2020-02-19,320.22,307.99,16.88,30.33,74.12,2.21,2019,23.604999999999997,2,2020,5.733308913914523,307.99
73,Lacs,Anacardier,2020-07-15,231.59,307.99,16.88,30.33,74.12,2.21,2019,23.604999999999997,7,2020,5.733308913914523,307.99
73,Lacs,Anacardier,2023-09-11,95.93,307.99,16.88,30.33,74.12,2.21,2019,23.604999999999997,9,2023,5.733308913914523,307.99
74,Lacs,Mangue,2019-09-20,446.66,491.19,16.12,30.97,80.33,9.97,2019,23.545,9,2019,6.198864820806232,261.37
74,Lacs,Mangue,2021-09-22,21.4,491.19,16.12,30.97,80.33,9.97,2019,23.545,9,2021,6.198864820806232,261.37
74,Lacs,Mangue,2021-10-17,414.96,491.19,16.12,30.97,80.33,9.97,2019,23.545,10,2021,6.198864820806232,247.57
74,Lacs,Mangue,2022-01-26,315.42,491.19,16.12,30.97,80.33,9.97,2019,23.545,1,2022,6.198864820806232,491.19
74,Lacs,Mangue,2022-12-10,285.03,491.19,16.12,30.97,80.33,9.97,2019,23.545,12,2022,6.198864820806232,491.19
75,Lacs,Goyave,2020-03-05,485.04,288.6,15.44,26.85,86.64,7.42,2019,21.145,3,2020,5.668500660511562,288.6
75,Lacs,Goyave,2020-08-13,278.88,288.6,15.44,26.85,86.64,7.42,2019,21.145,8,2020,5.668500660511562,288.6
75,Lacs,Goyave,2022-02-16,171.09,288.6,15.44,26.85,86.64,7.42,2019,21.145,2,2022,5.668500660511562,288.6
76,Lacs,Papaye,2019-05-07,166.82,149.36,24.41,28.89,78.43,1.19,2019,26.65,5,2019,5.013032418695977,149.36
76,Lacs,Papaye,2020-06-23,39.93,149.36,24.41,28.89,78.43,1.19,2019,26.65,6,2020,5.013032418695977,149.36
76,Lacs,Papaye,2021-05-06,120.06,149.36,24.41,28.89,78.43,1.19,2019,26.65,5,2021,5.013032418695977,149.36
76,Lacs,Papaye,2024-01-12,79.05,149.36,24.41,28.89,78.43,1.19,2019,26.65,1,2024,5.013032418695977,149.36
76,Lacs,Papaye,2024-03-24,450.05,149.36,24.41,28.89,78.43,1.19,2019,26.65,3,2024,5.013032418695977,247.57
77,Lacs,Cocotier,2020-02-08,112.58,120.93,15.93,38.46,82.01,3.66,2019,27.195,2,2020,4.803447109572174,120.93
77,Lacs,Cocotier,2020-06-22,32.76,120.93,15.93,38.46,82.01,3.66,2019,27.195,6,2020,4.803447109572174,120.93
77,Lacs,Cocotier,2022-04-16,309.61,120.93,15.93,38.46,82.01,3.66,2019,27.195,4,2022,4.803447109572174,247.57
77,Lacs,Cocotier,2024-10-30,306.83,120.93,15.93,38.46,82.01,3.66,2019,27.195,10,2024,4.803447109572174,247.57
78,Lacs,Teck,2020-10-24,90.19,5.5,16.37,38.5,88.66,6.23,2019,27.435000000000002,10,2020,1.8718021769015913,247.57
78,Lacs,Teck,2021-11-11,51.82,5.5,16.37,38.5,88.66,6.23,2019,27.435000000000002,11,2021,1.8718021769015913,245.64499999999998
79,Lacs,Acajou,2020-12-09,419.3,301.75,18.58,34.72,96.19,9.26,2019,26.65,12,2020,5.712907382433202,301.75
79,Lacs,Acajou,2021-04-14,25.28,301.75,18.58,34.72,96.19,9.26,2019,26.65,4,2021,5.712907382433202,301.75
79,Lacs,Acajou,2022-10-16,150.0,301.75,18.58,34.72,96.19,9.26,2019,26.65,10,2022,5.712907382433202,301.75
79,Lacs,Acajou,2024-02-09,23.0,301.75,18.58,34.72,96.19,9.26,2019,26.65,2,2024,5.712907382433202,301.75
80,Lacs,Iroko,2019-09-04,401.71,243.72,23.95,37.0,72.83,3.93,2019,30.475,9,2019,5.500114699842648,243.72
80,Lacs,Iroko,2020-11-25,371.64,243.72,23.95,37.0,72.83,3.93,2019,30.475,11,2020,5.500114699842648,243.72
80,Lacs,Iroko,2023-05-24,267.01,243.72,23.95,37.0,72.83,3.93,2019,30.475,5,2023,5.500114699842648,243.72
80,Lacs,Iroko,2023-10-20,88.73,243.72,23.95,37.0,72.83,3.93,2019,30.475,10,2023,5.500114699842648,243.72
80,Lacs,Iroko,2024-11-07,129.15,243.72,23.95,37.0,72.83,3.93,2019,30.475,11,2024,5.500114699842648,243.72
81,Lacs,Samba,2019-05-06,435.61,107.91,21.23,26.28,72.46,4.26,2019,23.755000000000003,5,2019,4.690521853087595,107.91
81,Lacs,Samba,2019-09-20,274.28,107.91,21.23,26.28,72.46,4.26,2019,23.755000000000003,9,2019,4.690521853087595,261.37
81,Lacs,Samba,2021-12-04,107.37,107.91,21.23,26.28,72.46,4.26,2019,23.755000000000003,12,2021,4.690521853087595,107.91
81,Lacs,Samba,2023-02-05,101.42,107.91,21.23,26.28,72.46,4.26,2019,23.755000000000003,2,2023,4.690521853087595,107.91
82,Lacs,Eucalyptus,2019-10-07,471.32,252.6,24.67,31.27,66.28,8.44,2019,27.97,10,2019,5.535758222563071,252.6
82,Lacs,Eucalyptus,2021-12-04,315.22,252.6,24.67,31.27,66.28,8.44,2019,27.97,12,2021,5.535758222563071,252.6
82,Lacs,Eucalyptus,2022-09-23,264.88,252.6,24.67,31.27,66.28,8.44,2019,27.97,9,2022,5.535758222563071,252.6
83,Lagunes,Cacao,2019-06-12,52.59,445.07,22.08,25.93,96.47,3.71,2019,24.005,6,2019,6.100475890377242,445.07
83,Lagunes,Cacao,2020-12-21,148.11,445.07,22.08,25.93,96.47,3.71,2019,24.005,12,2020,6.100475890377242,288.98
83,Lagunes,Cacao,2021-10-02,436.25,445.07,22.08,25.93,96.47,3.71,2019,24.005,10,2021,6.100475890377242,445.07
83,Lagunes,Cacao,2022-10-20,383.6,445.07,22.08,25.93,96.47,3.71,2019,24.005,10,2022,6.100475890377242,445.07
83,Lagunes,Cacao,2023-04-15,59.72,445.07,22.08,25.93,96.47,3.71,2019,24.005,4,2023,6.100475890377242,311.65
83,Lagunes,Cacao,2023-09-02,53.46,445.07,22.08,25.93,96.47,3.71,2019,24.005,9,2023,6.100475890377242,445.07
83,Lagunes,Cacao,2024-05-04,174.94,445.07,22.08,25.93,96.47,3.71,2019,24.005,5,2024,6.100475890377242,445.07
84,Lagunes,Café,2020-04-13,474.74,113.01,21.4,39.68,79.32,3.13,2019,30.54,4,2020,4.736286163845628,311.65
84,Lagunes,Café,2021-06-07,359.54,113.01,21.4,39.68,79.32,3.13,2019,30.54,6,2021,4.736286163845628,113.01
84,Lagunes,Café,2022-01-19,405.04,113.01,21.4,39.68,79.32,3.13,2019,30.54,1,2022,4.736286163845628,113.01
84,Lagunes,Café,2022-06-22,339.23,113.01,21.4,39.68,79.32,3.13,2019,30.54,6,2022,4.736286163845628,113.01
84,Lagunes,Café,2022-07-04,446.1,113.01,21.4,39.68,79.32,3.13,2019,30.54,7,2022,4.736286163845628,311.65
84,Lagunes,Café,2023-11-22,184.81,113.01,21.4,39.68,79.32,3.13,2019,30.54,11,2023,4.736286163845628,113.01
85,Lagunes,Palmier à huile,2020-12-14,211.09,311.65,18.31,25.95,81.06,5.19,2019,22.13,12,2020,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2021-07-31,275.93,311.65,18.31,25.95,81.06,5.19,2019,22.13,7,2021,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2021-09-09,401.93,311.65,18.31,25.95,81.06,5.19,2019,22.13,9,2021,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2022-01-01,424.76,311.65,18.31,25.95,81.06,5.19,2019,22.13,1,2022,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2023-01-23,25.4,311.65,18.31,25.95,81.06,5.19,2019,22.13,1,2023,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2023-04-05,388.44,311.65,18.31,25.95,81.06,5.19,2019,22.13,4,2023,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2023-04-20,410.37,311.65,18.31,25.95,81.06,5.19,2019,22.13,4,2023,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2024-06-20,161.67,311.65,18.31,25.95,81.06,5.19,2019,22.13,6,2024,5.745084354013307,311.65
85,Lagunes,Palmier à huile,2024-07-17,321.84,311.65,18.31,25.95,81.06,5.19,2019,22.13,7,2024,5.745084354013307,311.65
86,Lagunes,Hévéa,2019-10-16,399.07,435.48,22.14,37.03,66.1,1.28,2019,29.585,10,2019,6.078742555215043,435.48
86,Lagunes,Hévéa,2023-09-27,256.67,435.48,22.14,37.03,66.1,1.28,2019,29.585,9,2023,6.078742555215043,435.48
86,Lagunes,Hévéa,2024-07-14,419.63,435.48,22.14,37.03,66.1,1.28,2019,29.585,7,2024,6.078742555215043,311.65
87,Lagunes,Anacardier,2019-04-14,185.65,325.49,20.45,25.93,80.15,7.05,2019,23.189999999999998,4,2019,5.78839932037608,325.49
87,Lagunes,Anacardier,2019-10-13,204.62,325.49,20.45,25.93,80.15,7.05,2019,23.189999999999998,10,2019,5.78839932037608,325.49
87,Lagunes,Anacardier,2020-08-24,256.29,325.49,20.45,25.93,80.15,7.05,2019,23.189999999999998,8,2020,5.78839932037608,325.49
87,Lagunes,Anacardier,2022-12-11,56.28,325.49,20.45,25.93,80.15,7.05,2019,23.189999999999998,12,2022,5.78839932037608,325.49
88,Lagunes,Mangue,2019-01-15,493.77,290.04,20.17,36.38,61.22,3.35,2019,28.275000000000002,1,2019,5.673460714769813,290.04
88,Lagunes,Mangue,2022-02-20,89.84,290.04,20.17,36.38,61.22,3.35,2019,28.275000000000002,2,2022,5.673460714769813,290.04
88,Lagunes,Mangue,2023-11-17,221.65,290.04,20.17,36.38,61.22,3.35,2019,28.275000000000002,11,2023,5.673460714769813,290.04
89,Lagunes,Goyave,2021-08-04,339.13,459.04,17.8,37.88,60.86,9.71,2019,27.840000000000003,8,2021,6.13131344222438,459.04
89,Lagunes,Goyave,2021-10-08,169.34,459.04,17.8,37.88,60.86,9.71,2019,27.840000000000003,10,2021,6.13131344222438,459.04
90,Lagunes,Papaye,2019-01-11,169.45,266.31,17.42,29.04,70.45,6.02,2019,23.23,1,2019,5.588409033593616,266.31
90,Lagunes,Papaye,2019-01-23,401.71,266.31,17.42,29.04,70.45,6.02,2019,23.23,1,2019,5.588409033593616,266.31
90,Lagunes,Papaye,2020-12-09,94.91,266.31,17.42,29.04,70.45,6.02,2019,23.23,12,2020,5.588409033593616,266.31
90,Lagunes,Papaye,2021-03-20,437.34,266.31,17.42,29.04,70.45,6.02,2019,23.23,3,2021,5.588409033593616,266.31
90,Lagunes,Papaye,2022-07-18,202.3,266.31,17.42,29.04,70.45,6.02,2019,23.23,7,2022,5.588409033593616,266.31
90,Lagunes,Papaye,2022-12-23,291.98,266.31,17.42,29.04,70.45,6.02,2019,23.23,12,2022,5.588409033593616,266.31
90,Lagunes,Papaye,2023-03-23,448.33,266.31,17.42,29.04,70.45,6.02,2019,23.23,3,2023,5.588409033593616,266.31
91,Lagunes,Cocotier,2021-02-08,469.05,167.6,23.03,25.07,65.14,9.66,2019,24.05,2,2021,5.127529045567755,167.6
91,Lagunes,Cocotier,2021-03-06,221.51,167.6,23.03,25.07,65.14,9.66,2019,24.05,3,2021,5.127529045567755,167.6
91,Lagunes,Cocotier,2022-11-30,147.19,167.6,23.03,25.07,65.14,9.66,2019,24.05,11,2022,5.127529045567755,167.6
92,Lagunes,Teck,2020-07-24,157.43,301.72,21.68,34.29,83.05,4.44,2019,27.985,7,2020,5.712808285863513,301.72
92,Lagunes,Teck,2020-11-08,210.39,301.72,21.68,34.29,83.05,4.44,2019,27.985,11,2020,5.712808285863513,301.72
92,Lagunes,Teck,2021-04-04,351.36,301.72,21.68,34.29,83.05,4.44,2019,27.985,4,2021,5.712808285863513,301.72
92,Lagunes,Teck,2022-04-29,35.22,301.72,21.68,34.29,83.05,4.44,2019,27.985,4,2022,5.712808285863513,301.72
92,Lagunes,Teck,2024-10-02,329.2,301.72,21.68,34.29,83.05,4.44,2019,27.985,10,2024,5.712808285863513,301.72
93,Lagunes,Acajou,2019-03-19,84.74,317.29,22.98,30.94,72.19,7.0,2019,26.96,3,2019,5.762962916892232,317.29
93,Lagunes,Acajou,2023-10-26,438.05,317.29,22.98,30.94,72.19,7.0,2019,26.96,10,2023,5.762962916892232,317.29
94,Lagunes,Iroko,2020-01-05,233.47,190.26,16.63,36.79,87.26,2.25,2019,26.71,1,2020,5.253633758921397,190.26
94,Lagunes,Iroko,2022-09-07,470.82,190.26,16.63,36.79,87.26,2.25,2019,26.71,9,2022,5.253633758921397,190.26
94,Lagunes,Iroko,2023-03-28,50.57,190.26,16.63,36.79,87.26,2.25,2019,26.71,3,2023,5.253633758921397,190.26
94,Lagunes,Iroko,2024-01-12,256.31,190.26,16.63,36.79,87.26,2.25,2019,26.71,1,2024,5.253633758921397,190.26
94,Lagunes,Iroko,2024-12-14,326.28,190.26,16.63,36.79,87.26,2.25,2019,26.71,12,2024,5.253633758921397,190.26
95,Lagunes,Samba,2019-06-11,72.47,311.95,20.27,31.39,77.55,4.31,2019,25.83,6,2019,5.74604343337071,311.95
95,Lagunes,Samba,2020-08-15,380.02,311.95,20.27,31.39,77.55,4.31,2019,25.83,8,2020,5.74604343337071,311.95
95,Lagunes,Samba,2021-06-06,111.15,311.95,20.27,31.39,77.55,4.31,2019,25.83,6,2021,5.74604343337071,311.95
95,Lagunes,Samba,2021-07-08,311.77,311.95,20.27,31.39,77.55,4.31,2019,25.83,7,2021,5.74604343337071,311.95
96,Lagunes,Eucalyptus,2019-05-02,427.97,311.04,23.62,39.24,93.21,8.81,2019,31.43,5,2019,5.743131384720113,311.04
96,Lagunes,Eucalyptus,2019-09-12,142.96,311.04,23.62,39.24,93.21,8.81,2019,31.43,9,2019,5.743131384720113,311.04
96,Lagunes,Eucalyptus,2020-02-07,241.31,311.04,23.62,39.24,93.21,8.81,2019,31.43,2,2020,5.743131384720113,311.04
96,Lagunes,Eucalyptus,2020-05-22,165.29,311.04,23.62,39.24,93.21,8.81,2019,31.43,5,2020,5.743131384720113,311.04
96,Lagunes,Eucalyptus,2021-06-07,22.46,311.04,23.62,39.24,93.21,8.81,2019,31.43,6,2021,5.743131384720113,311.04
96,Lagunes,Eucalyptus,2022-09-13,77.07,311.04,23.62,39.24,93.21,8.81,2019,31.43,9,2022,5.743131384720113,311.04
97,Montagnes,Cacao,2020-09-14,43.99,364.11,18.68,34.48,83.99,2.09,2019,26.58,9,2020,5.90019867804273,364.11
97,Montagnes,Cacao,2020-10-17,193.39,364.11,18.68,34.48,83.99,2.09,2019,26.58,10,2020,5.90019867804273,364.11
97,Montagnes,Cacao,2022-11-30,89.2,364.11,18.68,34.48,83.99,2.09,2019,26.58,11,2022,5.90019867804273,364.11
97,Montagnes,Cacao,2024-02-12,468.72,364.11,18.68,34.48,83.99,2.09,2019,26.58,2,2024,5.90019867804273,364.11
97,Montagnes,Cacao,2024-11-10,184.43,364.11,18.68,34.48,83.99,2.09,2019,26.58,11,2024,5.90019867804273,364.11
98,Montagnes,Café,2019-05-29,96.78,216.41,15.44,27.49,96.83,3.96,2019,21.465,5,2019,5.381784971789299,216.41
98,Montagnes,Café,2020-02-06,382.78,216.41,15.44,27.49,96.83,3.96,2019,21.465,2,2020,5.381784971789299,216.41
98,Montagnes,Café,2022-03-29,294.49,216.41,15.44,27.49,96.83,3.96,2019,21.465,3,2022,5.381784971789299,216.41
98,Montagnes,Café,2022-11-07,54.69,216.41,15.44,27.49,96.83,3.96,2019,21.465,11,2022,5.381784971789299,216.41
98,Montagnes,Café,2024-03-22,339.53,216.41,15.44,27.49,96.83,3.96,2019,21.465,3,2024,5.381784971789299,216.41
98,Montagnes,Café,2024-03-23,101.42,216.41,15.44,27.49,96.83,3.96,2019,21.465,3,2024,5.381784971789299,216.41
99,Montagnes,Palmier à huile,2020-01-05,174.1,431.06,23.1,34.83,95.96,9.08,2019,28.965,1,2020,6.06856446748883,431.06
99,Montagnes,Palmier à huile,2020-06-07,57.62,431.06,23.1,34.83,95.96,9.08,2019,28.965,6,2020,6.06856446748883,431.06
99,Montagnes,Palmier à huile,2021-05-05,66.88,431.06,23.1,34.83,95.96,9.08,2019,28.965,5,2021,6.06856446748883,431.06
99,Montagnes,Palmier à huile,2021-08-24,191.61,431.06,23.1,34.83,95.96,9.08,2019,28.965,8,2021,6.06856446748883,129.77
99,Montagnes,Palmier à huile,2023-05-13,345.52,431.06,23.1,34.83,95.96,9.08,2019,28.965,5,2023,6.06856446748883,431.06
99,Montagnes,Palmier à huile,2024-11-25,439.56,431.06,23.1,34.83,95.96,9.08,2019,28.965,11,2024,6.06856446748883,431.06
100,Montagnes,Hévéa,2019-09-09,453.64,102.02,20.55,36.0,84.18,8.7,2019,28.275,9,2019,4.634923144137439,102.02
100,Montagnes,Hévéa,2020-04-24,35.2,102.02,20.55,36.0,84.18,8.7,2019,28.275,4,2020,4.634923144137439,102.02
100,Montagnes,Hévéa,2020-07-03,290.98,102.02,20.55,36.0,84.18,8.7,2019,28.275,7,2020,4.634923144137439,102.02
100,Montagnes,Hévéa,2023-11-04,46.16,102.02,20.55,36.0,84.18,8.7,2019,28.275,11,2023,4.634923144137439,102.02
100,Montagnes,Hévéa,2024-05-02,399.94,102.02,20.55,36.0,84.18,8.7,2019,28.275,5,2024,4.634923144137439,102.02
101,Montagnes,Anacardier,2021-03-02,266.3,136.31,19.14,26.83,94.51,5.26,2019,22.985,3,2021,4.92224114333366,136.31
101,Montagnes,Anacardier,2021-09-15,206.42,136.31,19.14,26.83,94.51,5.26,2019,22.985,9,2021,4.92224114333366,136.31
101,Montagnes,Anacardier,2021-11-02,392.14,136.31,19.14,26.83,94.51,5.26,2019,22.985,11,2021,4.92224114333366,136.31
101,Montagnes,Anacardier,2023-03-07,177.49,136.31,19.14,26.83,94.51,5.26,2019,22.985,3,2023,4.92224114333366,136.31
101,Montagnes,Anacardier,2024-01-14,141.93,136.31,19.14,26.83,94.51,5.26,2019,22.985,1,2024,4.92224114333366,136.31
102,Montagnes,Mangue,2020-02-05,123.23,313.95,15.82,38.1,69.81,8.68,2019,26.96,2,2020,5.752413896067938,313.95
102,Montagnes,Mangue,2020-06-07,299.54,313.95,15.82,38.1,69.81,8.68,2019,26.96,6,2020,5.752413896067938,313.95
102,Montagnes,Mangue,2021-04-15,449.2,313.95,15.82,38.1,69.81,8.68,2019,26.96,4,2021,5.752413896067938,313.95
102,Montagnes,Mangue,2022-05-05,417.9,313.95,15.82,38.1,69.81,8.68,2019,26.96,5,2022,5.752413896067938,313.95
102,Montagnes,Mangue,2024-01-29,475.62,313.95,15.82,38.1,69.81,8.68,2019,26.96,1,2024,5.752413896067938,313.95
102,Montagnes,Mangue,2024-05-12,67.7,313.95,15.82,38.1,69.81,8.68,2019,26.96,5,2024,5.752413896067938,313.95
102,Montagnes,Mangue,2024-09-13,186.49,313.95,15.82,38.1,69.81,8.68,2019,26.96,9,2024,5.752413896067938,313.95
103,Montagnes,Goyave,2019-07-05,93.56,450.21,21.33,30.09,90.69,5.84,2019,25.71,7,2019,6.1119328630588186,102.02
103,Montagnes,Goyave,2024-09-10,162.38,450.21,21.33,30.09,90.69,5.84,2019,25.71,9,2024,6.1119328630588186,450.21
103,Montagnes,Goyave,2024-12-11,115.32,450.21,21.33,30.09,90.69,5.84,2019,25.71,12,2024,6.1119328630588186,450.21
104,Montagnes,Papaye,2021-02-04,434.87,129.77,19.37,33.9,94.55,8.96,2019,26.634999999999998,2,2021,4.873440054918411,129.77
104,Montagnes,Papaye,2021-08-12,75.67,129.77,19.37,33.9,94.55,8.96,2019,26.634999999999998,8,2021,4.873440054918411,129.77
104,Montagnes,Papaye,2021-08-27,413.04,129.77,19.37,33.9,94.55,8.96,2019,26.634999999999998,8,2021,4.873440054918411,129.77
104,Montagnes,Papaye,2023-08-15,493.39,129.77,19.37,33.9,94.55,8.96,2019,26.634999999999998,8,2023,4.873440054918411,129.77
105,Montagnes,Cocotier,2019-03-16,29.96,97.92,16.41,34.34,95.39,5.2,2019,25.375,3,2019,4.594311442653216,97.92
105,Montagnes,Cocotier,2019-05-07,103.44,97.92,16.41,34.34,95.39,5.2,2019,25.375,5,2019,4.594311442653216,97.92
105,Montagnes,Cocotier,2020-03-29,101.65,97.92,16.41,34.34,95.39,5.2,2019,25.375,3,2020,4.594311442653216,97.92
106,Montagnes,Teck,2019-06-05,408.76,129.77,19.37,33.9,87.48,9.67,2019,26.634999999999998,6,2019,4.873440054918411,129.77
106,Montagnes,Teck,2022-07-07,194.04,129.77,19.37,33.9,87.48,9.67,2019,26.634999999999998,7,2022,4.873440054918411,129.77
106,Montagnes,Teck,2023-01-30,213.17,129.77,19.37,33.9,87.48,9.67,2019,26.634999999999998,1,2023,4.873440054918411,129.77
106,Montagnes,Teck,2023-11-09,12.27,129.77,19.37,33.9,87.48,9.67,2019,26.634999999999998,11,2023,4.873440054918411,129.77
106,Montagnes,Teck,2024-01-09,269.53,129.77,19.37,33.9,87.48,9.67,2019,26.634999999999998,1,2024,4.873440054918411,129.77
107,Montagnes,Acajou,2019-02-03,211.8,193.27,20.11,32.38,93.93,8.2,2019,26.245,2,2019,5.269248944050689,193.27
107,Montagnes,Acajou,2019-04-30,377.93,193.27,20.11,32.38,93.93,8.2,2019,26.245,4,2019,5.269248944050689,193.27
107,Montagnes,Acajou,2022-03-05,260.93,193.27,20.11,32.38,93.93,8.2,2019,26.245,3,2022,5.269248944050689,193.27
107,Montagnes,Acajou,2022-06-28,303.34,193.27,20.11,32.38,93.93,8.2,2019,26.245,6,2022,5.269248944050689,193.27
107,Montagnes,Acajou,2024-12-10,393.99,193.27,20.11,32.38,93.93,8.2,2019,26.245,12,2024,5.269248944050689,193.27
108,Montagnes,Iroko,2019-01-16,421.06,44.35,16.21,31.91,67.91,3.0,2019,24.060000000000002,1,2019,3.814410176561146,44.35
108,Montagnes,Iroko,2020-07-04,70.91,44.35,16.21,31.91,67.91,3.0,2019,24.060000000000002,7,2020,3.814410176561146,44.35
108,Montagnes,Iroko,2021-12-23,324.03,44.35,16.21,31.91,67.91,3.0,2019,24.060000000000002,12,2021,3.814410176561146,44.35
108,Montagnes,Iroko,2024-05-28,453.62,44.35,16.21,31.91,67.91,3.0,2019,24.060000000000002,5,2024,3.814410176561146,44.35
108,Montagnes,Iroko,2024-07-04,396.69,44.35,16.21,31.91,67.91,3.0,2019,24.060000000000002,7,2024,3.814410176561146,44.35
109,Montagnes,Samba,2019-12-31,488.17,45.74,23.77,28.98,85.86,4.1,2019,26.375,12,2019,3.844600329110712,45.74
109,Montagnes,Samba,2023-11-12,370.86,45.74,23.77,28.98,85.86,4.1,2019,26.375,11,2023,3.844600329110712,45.74
110,Montagnes,Eucalyptus,2021-12-12,270.36,217.79,23.18,26.8,60.45,4.53,2019,24.990000000000002,12,2021,5.388112365664251,217.79
110,Montagnes,Eucalyptus,2022-09-02,243.26,217.79,23.18,26.8,60.45,4.53,2019,24.990000000000002,9,2022,5.388112365664251,217.79
110,Montagnes,Eucalyptus,2023-06-03,448.47,217.79,23.18,26.8,60.45,4.53,2019,24.990000000000002,6,2023,5.388112365664251,217.79
111,Sassandra-Marahoué,Cacao,2019-04-07,304.55,9.66,16.24,31.2,63.69,1.33,2019,23.72,4,2019,2.3664984187376983,379.13
111,Sassandra-Marahoué,Cacao,2023-02-01,41.14,9.66,16.24,31.2,63.69,1.33,2019,23.72,2,2023,2.3664984187376983,9.66
112,Sassandra-Marahoué,Café,2019-06-21,146.54,433.65,22.08,37.56,68.05,5.67,2019,29.82,6,2019,6.074541109525073,433.65
112,Sassandra-Marahoué,Café,2022-08-01,310.57,433.65,22.08,37.56,68.05,5.67,2019,29.82,8,2022,6.074541109525073,433.65
112,Sassandra-Marahoué,Café,2023-09-11,196.64,433.65,22.08,37.56,68.05,5.67,2019,29.82,9,2023,6.074541109525073,433.65
113,Sassandra-Marahoué,Palmier à huile,2019-07-23,16.37,389.92,16.07,36.42,76.9,8.77,2019,26.245,7,2019,5.968502935470635,389.92
113,Sassandra-Marahoué,Palmier à huile,2019-11-23,112.85,389.92,16.07,36.42,76.9,8.77,2019,26.245,11,2019,5.968502935470635,389.92
113,Sassandra-Marahoué,Palmier à huile,2020-04-07,324.6,389.92,16.07,36.42,76.9,8.77,2019,26.245,4,2020,5.968502935470635,389.92
113,Sassandra-Marahoué,Palmier à huile,2024-01-27,264.83,389.92,16.07,36.42,76.9,8.77,2019,26.245,1,2024,5.968502935470635,389.92
113,Sassandra-Marahoué,Palmier à huile,2024-08-28,67.9,389.92,16.07,36.42,76.9,8.77,2019,26.245,8,2024,5.968502935470635,389.92
113,Sassandra-Marahoué,Palmier à huile,2024-11-16,498.35,389.92,16.07,36.42,76.9,8.77,2019,26.245,11,2024,5.968502935470635,389.92
114,Sassandra-Marahoué,Hévéa,2021-10-28,20.09,352.44,23.17,33.2,87.56,7.64,2019,28.185000000000002,10,2021,5.867713739671807,352.44
114,Sassandra-Marahoué,Hévéa,2022-12-06,130.22,352.44,23.17,33.2,87.56,7.64,2019,28.185000000000002,12,2022,5.867713739671807,352.44
114,Sassandra-Marahoué,Hévéa,2022-12-27,397.87,352.44,23.17,33.2,87.56,7.64,2019,28.185000000000002,12,2022,5.867713739671807,352.44
114,Sassandra-Marahoué,Hévéa,2024-05-10,465.47,352.44,23.17,33.2,87.56,7.64,2019,28.185000000000002,5,2024,5.867713739671807,352.44
114,Sassandra-Marahoué,Hévéa,2024-06-06,481.7,352.44,23.17,33.2,87.56,7.64,2019,28.185000000000002,6,2024,5.867713739671807,352.44
115,Sassandra-Marahoué,Anacardier,2019-07-10,292.68,231.75,18.8,37.95,73.62,9.45,2019,28.375,7,2019,5.449964916157176,231.75
115,Sassandra-Marahoué,Anacardier,2019-12-22,73.15,231.75,18.8,37.95,73.62,9.45,2019,28.375,12,2019,5.449964916157176,231.75
115,Sassandra-Marahoué,Anacardier,2020-09-11,434.43,231.75,18.8,37.95,73.62,9.45,2019,28.375,9,2020,5.449964916157176,231.75
115,Sassandra-Marahoué,Anacardier,2021-06-02,44.88,231.75,18.8,37.95,73.62,9.45,2019,28.375,6,2021,5.449964916157176,231.75
115,Sassandra-Marahoué,Anacardier,2021-06-09,176.12,231.75,18.8,37.95,73.62,9.45,2019,28.375,6,2021,5.449964916157176,231.75
115,Sassandra-Marahoué,Anacardier,2021-12-09,37.62,231.75,18.8,37.95,73.62,9.45,2019,28.375,12,2021,5.449964916157176,231.75
115,Sassandra-Marahoué,Anacardier,2023-03-30,122.33,231.75,18.8,37.95,73.62,9.45,2019,28.375,3,2023,5.449964916157176,231.75
